날짜,삼성전자,LG에너지솔루션,SK하이닉스,삼성바이오로직스,LG화학,삼성SDI,현대차,기아,NAVER,POSCO홀딩스,카카오,셀트리온,포스코퓨처엠,현대모비스,삼성물산,KB금융,LG전자,신한지주,SK이노베이션,LG,삼성생명,하나금융지주,한국전력,SK,카카오뱅크,KT&G,하이브,삼성화재,SK텔레콤,삼성전기,고려아연,HD현대중공업,두산에너빌리티,크래프톤,HMM,메리츠금융지주,삼성에스디에스,LG생활건강,우리금융지주,엔씨소프트,대한항공,S-Oil,기업은행,KT,카카오페이,한화솔루션,롯데케미칼,아모레퍼시픽,LG이노텍,HD한국조선해양,SK바이오사이언스,현대글로비스,SK스퀘어,삼성엔지니어링,SK아이이테크놀로지,넷마블,DB손해보험,오리온,SK바이오팜,LG디스플레이,F&F,한온시스템,한화에어로스페이스,두산밥캣,LG유플러스,한국항공우주,CJ제일제당,현대제철,삼성중공업,HD현대,포스코인터내셔널,현대건설,한국타이어앤테크놀로지,유한양행,미래에셋증권,금호석유,강원랜드,한미약품,SKC,현대로템,GS,코웨이,삼성카드,씨에스윈드,현대해상,NH투자증권,호텔신라,BGF리테일,한국금융지주,삼성증권,쌍용C&E,롯데지주,현대미포조선,한미사이언스,LS,GS리테일,OCI,롯데에너지머티리얼즈,한진칼,대우조선해양,이마트,팬오션,DB하이텍,CJ,한화시스템,한전기술,아모레G,농심,동원산업,키움증권,한국가스공사,한솔케미칼,에스원,롯데쇼핑,제일기획,BNK금융지주,한화생명,에스디바이오센서,휠라홀딩스,한화,신세계,HL만도,HD현대인프라코어,영원무역,동서,CJ대한통운,대한전선,KCC,두산퓨얼셀,오뚜기,LS ELECTRIC,효성첨단소재,GS건설,하이트진로,효성티앤씨,LIG넥스원,대우건설,두산,롯데정밀화학,녹십자,JB금융지주,현대엘리베이,한전KPS,현대위아,효성,롯데칠성,DL이앤씨,대웅제약,금호타이어,에스엘,한국앤컴퍼니,LX인터내셔널,SK네트웍스,한올바이오파마,아이에스동서,동원시스템즈,SK케미칼,후성,풍산,GKL,코오롱인더,DGB금융지주,현대백화점,DL,영풍,동국제강,오리온홀딩스,롯데웰푸드,KG스틸,아시아나항공,종근당,일진하이솔루스,한샘,대웅,한일시멘트,태광산업,대한유화,명신산업,신풍제약,롯데관광개발,하나투어,TKG휴켐스,한국콜마,PI첨단소재,더블유게임즈,코스맥스,HDC현대산업개발,삼양식품,대상,세방전지,녹십자홀딩스,케이카,신세계인터내셔날,한세실업,한섬,보령,지누스,쿠쿠홈시스,화승엔터프라이즈,현대홈쇼핑
2022-12-09,60400,515000,81500,827000,627000,645000,162500,65200,195000,284000,58100,173871,193000,208500,118500,52600,91000,38000,168500,80400,73700,46450,21000,203500,28100,98000,156500,207000,50000,138000,602000,116000,16000,180500,22050,36750,127500,722000,12950,468000,26050,84400,11050,37700,66100,58575,177166,139500,286500,73600,82900,173000,35900,22850,62600,50000,63100,118000,72900,13950,150500,8620,66300,35300,12050,45900,378500,33100,5140,63800,23000,38600,33300,55961,6460,142000,24650,264672,98100,27600,45900,58900,32500,68500,29300,9690,79600,205000,58500,35000,6040,32900,83700,33280,67200,29800,92800,58300,38300,18500,100000,5950,42200,80800,10950,56200,35950,337000,53700,90200,34550,202000,64200,90100,23750,7320,2520,32850,33200,27750,228000,45900,7940,47200,21000,90700,1630,232000,33100,454000,55100,365500,23450,26650,354000,84000,4670,84000,60400,131500,8330,30200,33850,56200,75600,167000,39100,159500,3000,25900,13850,38950,4100,15750,30100,46900,84300,12350,31200,18150,45200,7860,61300,65100,703000,13450,15850,121000,8700,13500,83927,32550,47600,21250,12650,731000,167000,16600,22500,12550,57500,21550,42600,30700,49200,70300,10700,116500,21700,47400,17750,12750,26500,15850,27400,11100,35800,32350,9370,53100
2022-12-12,59500,502000,81100,815000,628000,650000,163500,65100,193000,283000,58100,170018,189500,208000,117500,53300,89800,38500,168000,80500,74000,47200,20650,201500,28000,99200,157000,209500,49900,138000,609000,115000,16050,181500,21700,37500,127000,702000,12850,468000,25600,86400,11050,37950,65000,59323,181453,132000,282000,73600,82000,171500,36100,23050,63400,51000,62600,116500,73000,14000,144500,8400,68100,35400,11950,47000,376500,32350,5120,64900,22700,36800,33050,55387,6440,142000,24350,272037,100500,28400,46000,56400,32550,72100,29250,9620,77900,205000,58000,35000,5960,32500,83800,34016,69800,29700,93800,58400,40650,18550,104500,5730,41700,79200,11250,56200,33950,340500,52100,89200,34500,201000,62600,91700,23900,7330,2575,31100,32750,27900,220500,45200,8250,45050,21000,89800,1640,229000,32550,458000,56500,356000,22650,26250,342500,86300,4480,83100,60300,134000,8340,30050,33900,55400,74500,163500,38100,158500,2980,25550,13850,38900,4090,15500,29350,47200,83200,12300,31550,18200,44350,7910,60800,65200,689000,12150,15850,124000,8280,13450,82112,31950,44950,20950,12300,727000,169000,16450,22300,12650,57000,21200,42100,30000,49300,67800,10550,117500,21550,45800,17650,12750,26600,15750,26650,11300,35450,31850,9270,53600
2022-12-13,59700,496500,82300,820000,623000,643000,159500,62500,193000,286500,58200,172427,186500,200500,118500,53300,88100,38350,169500,79400,73600,46350,20700,202500,29000,98100,155500,212500,49850,138500,608000,118500,16050,181500,21950,38200,127000,699000,12850,430500,25550,88500,11100,37600,68200,57888,180500,134500,282000,74500,83000,171000,35800,22800,60600,50400,63100,117000,74400,13650,144000,8300,69600,35450,12050,48250,374000,32850,5180,64500,23400,36550,33100,57109,6470,141000,24450,287751,101500,28000,46200,55100,32950,71300,29550,9500,79100,209000,58100,34900,6190,32750,87900,35489,69300,29750,93200,55900,40400,19250,102000,5650,41600,80500,11300,56400,33750,336500,50100,88600,34650,210500,62000,91300,23750,7350,2565,32450,32550,27900,219500,43850,8630,44950,21100,90000,1640,234000,32650,454000,55400,355500,22750,26300,363500,88700,4455,84000,59600,136500,8410,29950,33800,53900,77400,164000,37900,158000,2990,24850,13550,40900,4095,16300,29650,45650,82900,12100,31250,18100,44500,7860,60100,64500,686000,12050,15450,124500,8330,13450,85741,31600,45400,21450,12200,731000,167000,16100,23200,12700,55700,22250,42050,30650,49300,67300,10450,119500,21450,45700,18800,13700,26500,15900,26500,11150,35250,32250,9360,55200
2022-12-14,60500,498500,81800,837000,646000,667000,163500,64100,193500,286000,58700,175316,193500,206500,121000,52900,89900,38050,170000,81000,73600,46150,20800,205500,28700,98600,163000,212500,49800,142500,608000,118500,16350,185500,21900,38250,130000,705000,12800,453000,25250,88000,11100,37000,67400,61818,175500,133500,291500,74500,89200,172500,35900,23200,62600,52000,63400,118500,77600,14250,143500,8800,70000,36300,12050,47900,378000,33050,5190,65400,23400,37000,33800,57109,6560,144000,24400,287260,104000,28550,46100,56000,32950,74800,29900,9570,79100,209000,59100,35250,6140,32950,88000,34851,70200,28650,95500,59100,40200,19200,102000,5640,42150,80700,11350,58000,34100,335000,49650,90900,35000,208500,64600,90000,24000,7340,2525,32100,33000,28000,218000,44200,8430,45950,21350,91400,1650,238000,33200,460000,56500,373000,23050,26700,370000,89900,4505,85100,60400,140000,8360,30150,34100,55700,77000,164500,38250,158000,3080,25400,13700,40600,4095,16050,29800,45800,84400,12500,31150,18100,45500,7840,58900,63900,682000,12350,15550,124500,8390,13500,85836,32100,45400,21300,12450,729000,166500,16850,22900,12800,56400,21900,42100,32100,49450,66800,10600,118500,21600,46400,18400,12800,26350,16250,26800,11250,35550,31950,9530,55500
2022-12-15,59300,486000,80200,823000,643000,665000,162000,64100,182500,283500,55300,172908,188000,206000,120000,51600,88700,37700,167500,80200,73400,44550,20850,203000,26050,98200,157500,210500,49300,140000,591000,116000,16600,179500,21500,37250,127000,689000,12650,434000,24850,88100,11000,36650,61100,60384,169500,130500,286500,73000,85600,172500,35300,22900,60800,50300,63900,119000,74700,13900,139000,8610,71300,36000,11950,48500,378000,33050,5140,65100,23450,36200,33700,57109,6450,140000,24000,285296,102000,28400,45650,56800,32550,75900,29750,9520,77600,211500,58600,34800,5990,32150,86500,34949,70200,28850,91900,57900,39300,19000,100500,5590,41250,80000,11250,59100,32850,334500,49100,89700,34750,201000,64100,87800,23850,7260,2500,31300,33050,27800,216000,44600,8340,45450,20900,92400,1655,235000,33750,459500,56800,367500,22700,27000,363500,90500,4475,86000,59500,140500,8300,29850,35200,55600,76200,167000,37400,155500,3005,24950,13550,40250,4075,16400,29850,45500,84000,12250,32400,17900,45100,7750,59100,63500,671000,12550,15350,124000,8180,13050,86505,32000,44350,21050,12250,748000,159500,16500,23450,12800,55400,21400,41400,31550,49000,65200,10400,119500,21300,45700,18200,12850,25550,16250,26950,11300,37400,31850,9620,53900
2022-12-16,59500,485500,78400,835000,645000,667000,162500,64100,180500,279000,54400,172427,188500,206500,120000,51900,87200,37450,169500,80000,73200,44750,21650,203500,26000,97500,164000,214000,48800,140000,596000,118500,16200,183500,21800,38800,125000,693000,12850,438500,24700,88300,10900,36300,61400,61881,166500,132500,280500,72800,85500,174000,35100,22550,60300,50300,64700,119500,73700,13400,140500,8670,70500,36150,11700,47300,376000,31900,5160,64900,23800,35700,33550,56822,6410,139500,23950,285296,101500,27450,46000,56200,32500,74500,30300,9470,80100,206500,57800,34300,6020,32350,87100,34949,71700,28500,90800,58400,38900,18850,99500,5880,40550,80700,11100,58800,34000,334500,48700,89100,36700,197500,62100,88500,23750,7230,2505,32750,33600,27950,213000,45350,8250,45100,20600,91700,1615,231000,32550,457500,56500,359000,22250,26550,350500,87800,4375,85400,59700,139000,8330,28700,35300,54600,75300,167000,36600,156000,3040,24900,13800,39750,4105,15900,29250,44400,82500,12100,33250,18100,44050,7850,59100,61800,661000,12150,15700,122000,8060,13300,87173,31700,44550,21200,12200,746000,154500,16350,23350,12900,55400,21100,41800,31250,48550,66600,10250,117000,21400,45050,18050,13250,25550,16200,26900,10900,37700,31550,9540,53100
2022-12-19,59500,482000,79000,821000,633000,647000,159000,62400,183500,281500,55800,172427,189500,203000,120000,52200,86900,37500,168000,79600,73800,44550,21300,203000,25900,96900,167000,214500,48750,141500,587000,119000,15550,182500,22550,39500,126500,686000,12900,442500,24600,87400,11050,36050,61800,60758,168000,132000,281000,72000,83700,170000,35300,23050,59800,51100,64800,118000,72500,13350,137000,8450,71700,36100,11550,48900,374500,31950,5130,65000,23400,35400,33250,56439,6420,140000,24100,285296,99900,27600,45600,56400,32450,74500,30400,9570,78900,212000,58100,34350,5950,32200,86500,34360,72400,28850,90800,56300,39400,18700,99900,5880,40900,81000,11300,56500,33400,338000,49500,88800,36950,194000,62400,87900,23850,7270,2465,33050,33850,27350,212500,44300,8280,44850,20600,89600,1585,230000,33950,458000,57100,358000,22000,26700,346500,89200,4360,84800,58800,136500,8370,28650,34550,53400,75500,166500,36450,153500,2990,24400,13800,40350,4060,16000,29400,45400,80400,11950,33000,18400,43050,7850,58700,61200,672000,11900,15600,122000,8000,13300,85645,31200,45200,20750,12300,745000,156500,16000,22600,13150,57200,21300,41950,31100,48800,67200,10150,119000,21400,45400,18300,13600,25600,16000,26900,10950,36800,32000,9400,53300
2022-12-20,58600,487500,78300,820000,631000,645000,157000,62400,180500,281000,54300,170982,188500,202000,118000,52900,86100,37800,165000,78800,73200,44600,21400,200500,25900,97600,162500,216000,48500,137500,580000,117500,15500,179000,21650,40850,123500,688000,12950,438500,24450,86800,11100,35750,59600,60696,164500,133000,277500,71500,81200,170500,34750,23100,57600,49400,65400,119000,71700,13000,137000,8330,72300,36000,11600,48800,379500,31750,5090,64200,23700,35150,33350,56726,6470,137500,23750,284805,96300,27300,45750,56200,32450,71400,30400,9500,79300,213000,57900,34550,5930,31900,86000,33722,72100,28750,88700,55300,38900,18300,101500,5690,40650,81000,11100,55700,33100,344000,50500,89000,36550,189000,62300,87500,23800,7290,2465,31500,34000,27450,209000,44350,8230,44550,20500,90000,1580,226500,32600,460000,57600,346000,22050,26600,336500,90000,4500,85800,57300,136000,8400,28550,35100,53000,74700,171000,36050,154000,2980,24050,13750,39850,4030,15900,28950,45000,78600,11700,33000,17950,42550,7830,58000,61000,644000,12000,15650,121000,7830,13150,84213,30350,44950,20550,12150,740000,154500,15700,22550,12850,55600,21200,41550,30150,48400,66200,10100,123000,21450,43800,18000,13800,24950,15600,26650,10550,35550,31900,9120,53900
2022-12-21,58000,477000,78000,818000,620000,634000,156000,62000,180000,287500,54200,172908,187500,203000,118500,52300,85900,37950,165500,79000,74100,45300,21850,199500,26300,97100,169000,215000,48600,136000,578000,121000,15450,176000,21500,40650,126000,693000,12900,434500,24550,87400,11150,35800,58700,60259,165500,132500,276500,72400,81700,170500,34750,23050,56800,49700,66300,127500,71600,12700,139500,8190,72300,36800,11500,49600,391000,31700,5100,65000,24900,35250,32900,56917,6440,138500,23800,300027,93700,27400,45700,57400,32500,70900,30850,9540,79700,212500,58000,34800,5910,32100,86800,35096,73900,28950,88400,53800,39150,18350,100000,5800,39700,82300,11200,55600,33300,350500,50600,88800,37950,187500,62500,87300,23900,7320,2480,32250,33950,27600,210500,43300,8410,46350,20650,89700,1565,221500,31750,480500,58600,344500,22400,27450,337500,90400,4350,85400,58100,138000,8400,28750,34700,52400,75100,179500,36500,160000,2965,23500,13700,40650,4055,16600,28600,44850,78700,11500,33150,18200,42350,7860,58900,61000,643000,11800,16050,123500,7850,13350,85168,30550,45950,20900,12100,740000,154000,15500,22800,13200,57100,21350,41950,29850,48100,67500,10100,128500,22600,44300,18400,13900,25250,16550,27400,10750,35300,31700,10200,55800
2022-12-22,59100,471500,79200,824000,626000,637000,158500,63500,184500,289500,55100,174353,189000,208000,120000,52600,90300,37900,167500,80500,74700,45300,21750,201000,26350,97000,175000,217500,48750,138000,580000,122000,15650,179000,22450,42300,129000,704000,12900,438500,24900,88200,11100,35800,58100,59136,173000,135000,279500,74000,82000,174000,35900,23000,57800,51900,67900,126500,72800,13000,142000,8380,71700,35550,11800,49650,390500,32700,5200,65100,25000,35500,33450,57683,6540,140500,24100,299536,96400,27650,46650,59500,32600,70800,30950,9680,80700,209500,58700,35250,5920,32600,89200,35096,73800,29300,88600,54700,39650,18950,104000,6170,40200,84800,11150,56200,34100,350500,52400,90500,38600,196500,63600,90000,24150,7310,2525,32650,33950,27750,214500,44100,7550,46900,21000,93400,1580,226000,31500,478000,58900,358000,22900,27350,359500,91100,4380,87000,58700,140000,8420,28850,35300,53100,76000,180000,36900,160500,3020,24450,13850,41250,4090,17450,30250,44900,79900,11800,32900,18400,43150,7850,60000,62000,649000,12050,16150,126500,7970,13850,86600,31150,48300,21350,12350,753000,163000,15900,22300,13350,58800,21800,42700,30400,48300,71200,10350,129000,22900,45200,18750,13800,25850,16900,28250,10100,36400,32200,10050,57500
2022-12-23,58100,455500,77800,806000,610000,622000,157000,62700,178000,288500,53400,166647,178500,206500,118000,51600,90900,37550,161500,82100,74200,44650,21900,198500,25100,96400,175000,216500,49000,134000,571000,120500,15000,172500,21700,42250,127000,705000,12750,429500,24400,88000,11100,35800,55700,56828,178000,133500,274000,72100,77900,171500,34900,22200,55400,49750,68100,126500,71100,12700,139500,8260,70200,35600,11800,48500,390500,32350,5150,64700,24700,34900,33250,56917,6520,140000,23950,295116,92400,26950,46600,58000,32850,69800,30350,9680,80700,206500,57600,35250,5880,32350,85300,33869,71700,29350,86300,52800,39400,18900,101500,6030,39000,84000,10900,54300,34000,348500,51800,90600,38650,188500,62700,88900,24000,7250,2505,32150,34450,27200,213000,43400,7500,47300,20600,93200,1515,220000,30550,480500,58500,350000,22500,27100,367000,88200,4250,84600,58300,136500,8380,28300,35050,51700,76700,178000,36900,156000,2965,23700,13750,41200,4025,16450,29200,42550,78700,11250,32900,18200,42100,7840,58900,61400,633000,11800,16050,126500,7730,13750,84786,30050,46450,20600,12200,746000,169000,15150,21500,13350,58700,21850,42400,30300,46700,69400,10250,124500,22950,43850,18250,13250,25200,16350,27750,9800,36300,31750,9410,57100
2022-12-26,57900,457500,77000,822000,618000,624000,158000,63700,178500,292000,53600,169055,184500,209500,119500,51000,88900,37200,161000,81400,73300,44600,21700,200500,25100,95400,171500,215000,49250,134000,564000,120000,14800,172000,21750,41700,129500,697000,12750,432000,24300,89500,11050,36000,55200,56703,184500,133000,273000,72000,78200,171500,34650,22150,55700,51900,67900,127000,71400,12600,143000,8350,71900,35700,11800,49800,386000,32600,5090,63800,24650,34950,33450,57204,6580,142000,23600,296099,92800,27600,46450,58200,33000,70500,30950,9780,79000,204500,58000,35250,5890,32800,84100,34851,72600,29600,85600,52600,39300,18500,103000,5890,39200,83000,10900,54100,33850,352000,52100,92300,39500,191500,62600,89500,23700,7240,2540,33800,34500,27250,211500,43250,7510,48250,21250,93400,1520,220500,30200,481000,58000,357500,22700,27200,367000,90200,4270,82900,59000,135500,8380,28550,34800,51900,76800,180500,36550,157500,3000,24100,13800,41300,4020,17100,29250,42250,79200,11300,32900,18100,42800,7820,59000,61700,632000,11950,15900,124500,7690,13950,84690,30200,43700,20750,12400,763000,169500,15050,21450,12950,58900,21700,41900,30450,46400,69500,10300,124000,22850,44500,17900,12600,25100,16200,28150,9480,37050,31200,9300,58400
2022-12-27,58100,457000,77000,828000,628000,624000,158000,64100,181000,292000,54400,170500,189000,210000,119500,51500,89700,37600,161000,81900,72200,45300,21500,202500,25800,95100,170500,213000,49300,133000,565000,121000,14850,172500,21850,41700,130000,723000,13000,432000,24200,89100,11200,36300,56400,55955,184500,141500,271000,73500,78900,174000,35350,22650,56100,52000,68100,128000,71800,12900,147000,8570,74800,35900,11900,51300,384000,32700,5180,63700,24550,36200,33900,57300,6570,142500,23800,301500,92900,28850,46550,59600,32650,71700,30550,9690,82900,208500,58800,34950,5990,32950,85500,34900,72900,29500,86000,54800,39400,18800,103500,5970,39150,83300,11250,54700,36250,355500,53200,91800,38450,194000,63600,91000,23750,7240,2560,32150,34950,27750,217500,43500,7810,48950,21900,94800,1545,224000,30600,486000,57500,356500,23200,27550,374500,93300,4245,82600,61100,137500,8390,28500,35200,51800,76700,184500,36850,156500,2965,24150,13850,41750,4050,16950,30200,43000,80100,11450,33850,18600,43700,7870,59400,62300,634000,12100,16050,125000,7800,13850,86600,30450,44400,20900,12600,754000,177500,15050,20900,13850,60300,21950,44100,31300,48000,73000,10600,126000,22800,44500,17750,12650,26150,16650,28100,9550,37850,32100,9700,59100
2022-12-28,56600,436500,76000,830000,602000,603000,154000,60900,180000,291000,53600,165500,179000,207000,118000,49450,89400,35900,156500,79500,72000,42150,22450,196500,25050,91400,170000,206000,48200,134000,575000,120500,15700,169500,20100,42250,125500,739000,11800,433500,24300,86300,10000,33850,55300,55144,184500,141000,263500,73200,75000,169000,34500,23100,53800,51300,66000,127500,72100,12650,147500,8100,72900,36000,11350,50600,388500,32050,5220,60100,23600,35600,32700,57500,6360,133000,23550,300000,89400,28100,44750,56900,30050,70500,30100,8980,84600,212000,55100,32150,5800,32150,87500,33650,72000,29200,84600,51800,38700,19250,105500,5890,38100,85500,10950,55500,36100,357000,51900,87900,38400,194500,60800,92800,23100,6640,2705,30500,33550,26750,229000,42100,8270,47850,21200,94600,1540,219000,30450,482000,57900,347000,22150,26700,364000,91600,4270,83600,58000,133500,7910,28450,34800,51100,70300,178500,34900,161500,2910,23500,14100,36000,3960,18000,29500,42600,77900,11100,34100,19050,42400,7190,61100,60800,619000,11700,15650,123500,7720,14400,84700,30800,45450,20850,11950,745000,172500,14550,21000,14600,62500,20500,43200,29900,48050,73300,10200,129000,22350,43850,17600,12450,26050,15900,27600,9450,36650,30250,9530,55300
2022-12-29,55300,435500,75000,821000,600000,591000,151000,59300,177500,276500,53100,160500,180000,200500,113500,48500,86500,35200,154000,78100,71000,42050,21800,189000,24300,91500,173500,200000,47400,130500,564000,116000,15400,168000,19550,42700,123000,722000,11550,448000,22950,83400,9820,33800,54200,53647,178500,137500,252500,70700,73500,163500,33550,22250,53000,60400,65300,128000,72100,12450,144500,8090,73600,34600,11050,50900,380500,30600,5110,57100,22600,34900,31150,57200,6080,126000,23200,298000,88500,28400,43800,55900,29550,68800,29450,8770,83100,210500,53300,31450,5760,30800,84500,32450,69700,28150,80800,51900,37450,18950,98000,5730,37150,84100,10550,54600,34900,357000,49350,84000,36200,185500,59300,91000,23050,6500,2770,30150,33250,25650,220000,40300,8000,46950,20200,93700,1495,204500,29350,476000,56400,333500,21150,25550,350000,92200,4180,83100,56700,129500,7890,28300,33200,49450,67100,176000,33750,158500,2780,22950,13950,33950,3870,17800,28200,40600,73200,10700,33650,18900,41150,6990,59000,59200,605000,11150,15350,122500,7390,14000,82100,29850,44600,20350,11650,746000,171500,14350,21150,14450,60500,20000,42600,28900,47250,74100,10000,127000,21900,42350,17000,11550,24750,15400,27050,9060,35000,29400,9230,53900
2023-01-02,55500,446000,75700,827000,604000,602000,157000,61500,179500,272000,52700,160000,191500,202500,111500,47600,86400,34300,155000,76600,70400,40800,19350,185000,24150,89000,169500,194500,47250,132500,539000,117500,15250,164000,19350,41550,120500,720000,11250,431500,22700,82800,9460,32500,53700,53459,175500,135000,253000,71000,73500,163500,32900,23000,53900,55900,63400,125500,71400,12500,140000,8360,73600,33150,10750,49250,376500,30450,5080,56400,21600,33600,31000,56400,5980,121000,22900,279500,88100,27850,42600,55900,28900,67800,28800,8500,81500,202000,51800,30400,5640,30050,81400,31650,67300,27750,78100,51900,35700,18700,94800,5500,36600,84700,10450,53400,34850,352000,49000,80900,33250,186000,57800,91100,21750,6300,2640,28600,33450,25350,217000,42350,7450,44550,19900,91000,1480,199500,29050,464500,55100,329000,20050,24400,329500,88900,4000,76800,54000,127000,7870,26600,31900,50400,65600,169500,32250,160500,2775,23750,13900,32550,3825,17600,26800,38750,73200,10600,32950,18750,40050,6750,57900,57200,584000,10750,14950,119500,7150,13600,80400,29050,43050,19700,11200,742000,165000,14450,20500,13550,59500,19100,40850,28900,46300,73700,9710,123500,21450,42250,16600,11200,24250,14750,26000,8960,34550,29250,8840,51400
2023-01-03,55400,440500,75600,803000,601000,605000,159000,62400,178500,272000,53300,159000,187500,202000,111000,49050,85700,35000,150500,75500,69400,41700,19500,184000,24100,88900,176500,194000,46950,139500,526000,114500,15100,166500,19050,40150,120000,708000,11450,454000,22600,81100,9560,33350,54100,53335,175000,133000,265500,69500,72300,163000,32000,22400,53000,54800,63600,122500,68700,12600,139000,8320,71400,32600,10900,47000,369000,30300,4965,55400,21250,34250,31000,55600,6030,123000,22700,277500,87900,27000,41600,55200,29000,67800,28550,8630,82800,199000,52000,31150,5320,29750,82500,31050,65900,28000,79900,51800,36600,18100,96500,5470,37500,83400,10400,52800,34250,350500,50400,81500,33200,181000,56700,92500,21200,6340,2600,27950,33450,25050,223000,42500,7360,43750,19150,89700,1495,199000,29500,456500,52400,337000,19950,24100,328500,81300,4010,81400,52800,124500,7990,27000,31750,51200,65100,168500,32500,161000,2710,23750,13500,32650,3735,17250,26500,39250,73600,10750,32100,18900,40200,6850,57900,56700,583000,10850,14850,117500,7260,13700,79600,28850,42950,18850,10600,726000,173000,14800,20350,13800,60100,18900,41650,29600,45550,72400,9530,123500,21150,42150,16300,11300,24450,14450,25500,8990,34900,28400,8620,51000
2023-01-04,57800,443000,81000,794000,601000,603000,160500,62000,182500,274500,55700,160500,187500,203000,115500,50500,89700,36400,149500,76300,70900,43800,19550,188500,25400,88600,171500,195000,47350,143500,522000,109000,15350,166000,19250,40400,120000,703000,11900,448500,23050,78800,9730,33750,58500,52649,170000,131500,265500,74400,73200,162500,33450,22650,54100,53200,64600,118000,70000,13000,136000,8240,71800,33100,10900,45550,349000,30800,5050,54600,21450,35900,31050,55200,6190,123500,22900,270500,88100,26600,41700,53500,29200,64600,29050,8860,80700,197500,54900,32300,5350,29750,78100,30700,66200,27950,81200,53300,35900,18100,100000,5230,39800,82500,10700,54700,33400,338000,49800,88100,32550,185000,57900,92500,21800,6550,2720,29700,33250,25400,216500,41650,7310,42900,18900,87700,1510,202000,30100,452500,51600,339000,21150,24150,325500,78000,4105,80900,54100,126000,8260,28000,31900,50700,65300,163000,33850,151000,2750,23350,13200,32300,3760,17650,27150,40000,75000,10900,31550,18650,41350,7020,57900,57700,613000,11100,15100,115500,7310,13550,80000,29300,42100,19100,10750,718000,165000,14700,20800,14000,59200,19250,41050,28900,45900,70200,10100,117500,20900,42900,16500,11350,24300,15150,25850,9080,34900,28500,8880,52000
2023-01-05,58200,433500,81400,808000,581000,583000,159000,61100,186000,278500,57700,163000,183500,207000,113500,53900,89900,39450,148000,76500,71000,46950,19800,187500,27300,87700,172000,195500,47100,145000,518000,106000,15150,165500,19550,39200,120500,730000,12400,432500,23250,77600,10000,33750,62400,50278,173500,137500,264000,73400,75100,159500,33400,22900,56100,52100,64500,121500,70000,13000,135500,8280,66800,33050,11000,43950,338000,31650,4935,55500,21000,35700,30800,54800,6470,128500,23550,267500,88000,25800,41800,54900,29950,63200,29550,8990,85000,192000,57100,33400,5450,30050,74900,30650,64500,27350,78800,52700,35600,17900,101500,5190,39450,81200,10450,56400,35050,337000,49500,90400,31500,182000,57200,93900,21950,6720,2890,30350,33450,25300,230000,41550,7210,43350,18800,89300,1535,207500,29300,453000,49500,335000,21350,24100,333500,77800,4120,79300,54800,126500,8500,28050,32350,50300,65100,167500,33850,150000,2760,23200,13350,31750,3775,17450,32750,38850,75100,10650,31300,19250,41450,7210,60300,58000,610000,11250,15200,114500,7440,13600,80000,28850,44400,19050,10800,716000,166500,14600,21250,14550,59500,19100,41400,27850,45950,71800,10150,116000,20950,43050,16500,11600,25000,14700,25850,9080,35700,28700,9010,52500
2023-01-06,59000,444000,83100,808000,594000,586000,159500,61500,185000,286000,57200,163500,188500,214000,114500,56700,90700,40600,150500,76800,72400,48800,19500,186500,27200,89500,168000,204000,47600,143500,522000,104000,15500,165500,19900,37600,124000,726000,12450,428000,23150,78300,10200,33950,62600,51900,178500,137500,272000,74000,75600,162000,34050,23600,57500,51700,67300,120500,70900,13250,126000,8700,67000,33200,11100,44150,340000,32350,5000,56000,21150,37600,31400,54700,6580,128000,23300,264500,91100,26100,42050,55100,30300,63200,30200,9150,84700,191500,57700,33550,5500,30600,73600,30650,65000,27100,79100,54600,35750,17950,101500,5440,42000,80800,10600,59200,35200,336000,47950,92600,31650,185000,57000,94200,22100,6790,2845,30650,33050,25550,226500,42650,7140,43100,18750,88700,1515,207500,30100,450500,49500,339500,23150,24250,330500,77500,4490,83900,53500,126500,8650,28450,32350,51300,66500,166000,36050,152000,2735,24800,13050,32700,3770,17500,33150,38900,75600,11000,31950,18900,42700,7370,60400,58700,610000,11700,15250,114000,7520,13500,81400,29100,44350,19200,10800,716000,165000,14800,20250,14150,59700,19300,40700,28250,45100,70800,10500,115500,20950,43750,16500,12150,24950,14850,25850,9050,38100,28200,9180,52500
